"article_id","article_version","last_updated","icd10_pcs_code_group","paragraph"
"58997","28","2025-04-15 12:39:50.280000000","1","<p>N/A</p>"
"58998","19","2025-04-14 12:10:38.463000000","1",""
"59004","20","2025-04-25 17:04:32.053000000","1",""
"59006","4","2023-11-07 12:36:50.983000000","1",""
"59015","3","2023-03-24 13:40:24.913000000","1",""
"59028","8","2023-12-13 00:31:38.747000000","1",""
"59030","9","2024-07-29 13:32:59.510000000","1",""
"59032","7","2023-11-22 17:23:11.367000000","1","<p>N/A</p>"
"59036","20","2025-12-08 14:51:22.417000000","1",""
"59040","12","2024-12-23 16:53:17.583000000","1",""
"59042","13","2024-08-08 18:09:08.983000000","1",""
"59049","16","2023-11-22 12:43:44.363000000","1",""
"59051","6","2025-02-06 19:17:00.443000000","1",""
"59055","14","2025-12-23 17:47:23.807000000","1","<p>N/A</p>"
"59060","3","2022-04-07 16:12:12.663000000","1",""
"59066","10","2025-10-31 21:06:19.220000000","1",""
"59101","27","2025-09-17 14:19:30.647000000","1",""
"59105","33","2025-12-22 14:19:53.500000000","1",""
"59109","7","2023-10-03 12:37:44.857000000","1",""
"59121","3","2023-03-22 12:01:22.980000000","1",""
"59123","28","2025-01-03 19:42:36.490000000","1",""
"59125","38","2025-01-03 19:41:29.290000000","1",""
"59126","5","2024-03-05 16:37:45.733000000","1",""
"59154","12","2025-03-18 17:11:38.407000000","1",""
"59158","9","2024-01-02 22:06:16.580000000","1",""
"59160","13","2025-08-14 18:05:50.013000000","1",""
"59163","6","2023-11-15 12:05:01.460000000","1",""
"59170","5","2023-08-22 19:03:46.350000000","1",""
"59175","10","2024-09-25 13:10:32.077000000","1",""
"59177","11","2024-09-25 13:11:36.737000000","1",""
"59179","10","2023-11-22 17:10:57.003000000","1","<p>N/A</p>"
"59186","22","2025-08-25 19:39:12.537000000","1",""
"59192","15","2024-11-08 16:43:50.070000000","1",""
"59205","3","2023-01-13 14:25:21.663000000","1",""
"59215","8","2025-02-25 17:09:52.720000000","1",""
"59217","4","2022-09-09 11:19:41.820000000","1",""
"59218","4","2022-09-09 11:20:33.500000000","1",""
"59233","18","2024-05-20 11:58:35.730000000","1",""
"59244","17","2024-05-31 17:09:36.840000000","1","<p>N/A</p>"
"59246","17","2024-05-31 17:13:45.140000000","1","<p>N/A</p>"
"59254","3","2022-09-20 12:24:34.227000000","1",""
"59257","11","2024-12-18 15:04:20.440000000","1",""
"59259","8","2024-11-20 13:59:47.867000000","1",""
"59261","7","2025-09-17 17:20:53.230000000","1","<p>N/A</p>"
"59268","27","2025-01-24 14:03:23.510000000","1",""
"59270","26","2025-01-24 14:03:59.770000000","1",""
"59295","6","2025-04-16 19:11:30.970000000","1",""
"59299","12","2025-12-01 15:23:24.300000000","1",""
"59311","9","2024-09-18 12:58:18.380000000","1","<p>The following ICD-10-PCS Codes were added, effective 10/01/2019: 30233U2, 30233U3, 30243U2, 30243U3.</p>"
"59318","12","2023-11-15 12:43:57.040000000","1",""
"59323","4","2024-12-03 17:14:53.783000000","1",""
"59332","11","2024-11-07 20:30:25.580000000","1",""
"59350","19","2025-08-13 19:11:01.087000000","1","<p><span style=""line-height: 115%;"">N/A</span></p>"
"59371","4","2025-08-20 14:28:23.040000000","1",""
"59374","14","2025-09-18 20:03:02.413000000","1",""
"59380","3","2024-06-28 13:40:37.347000000","1","<p>N/A</p>"
"59382","4","2024-06-28 11:41:21.523000000","1","<p>N/A</p>"
"59386","4","2024-06-28 14:07:23.573000000","1","<p>N/A</p>"
"59401","4","2024-06-28 14:08:24.283000000","1","<p>N/A</p>"
"59416","9","2025-10-24 17:47:29.223000000","1","<p>N/A</p>"
"59423","3","2023-11-07 13:39:13.650000000","1",""
"59429","3","2024-06-25 12:23:19.803000000","1",""
"59434","19","2025-09-16 17:56:25.813000000","1","<p>N/A</p>"
"59449","2","2023-06-01 15:03:46.653000000","1",""
"59462","4","2024-08-01 12:59:19.303000000","1",""
"59466","6","2023-12-11 04:44:05.160000000","1",""
"59468","5","2023-12-11 04:50:00.483000000","1",""
"59470","4","2024-06-07 12:15:47.613000000","1",""
"59472","4","2024-08-01 13:59:00.273000000","1",""
"59474","4","2025-05-13 19:14:46.330000000","1",""
"59476","4","2024-08-02 14:22:52.320000000","1",""
"59480","10","2025-09-18 19:56:26.547000000","1",""
"59482","4","2025-06-11 12:11:53.193000000","1",""
"59484","8","2025-01-02 16:02:07.370000000","1",""
"59487","14","2025-12-22 18:24:59.793000000","1",""
"59491","7","2023-07-21 14:46:44.037000000","1",""
"59498","6","2025-08-20 17:42:34.810000000","1",""
"59505","5","2024-08-02 11:56:44.570000000","1","<p>N/A</p>"
"59507","5","2024-08-02 11:57:21.657000000","1","<p>N/A</p>"
"59509","4","2024-06-07 12:35:20.720000000","1","<p>N/A</p>"
"59511","4","2024-06-07 12:38:07.460000000","1","<p>N/A</p>"
"59513","4","2024-08-01 12:27:55.427000000","1","<p>N/A</p>"
"59515","4","2024-08-01 12:29:11.610000000","1","<p>N/A</p>"
"59521","11","2025-01-02 13:12:49.390000000","1",""
"59529","10","2025-08-01 00:24:31.897000000","1",""
"59536","7","2025-01-23 20:22:49.203000000","1",""
"59549","3","2024-07-24 13:43:50.460000000","1",""
"59551","3","2024-07-24 13:55:15.907000000","1",""
"59553","11","2026-01-22 20:10:16.017000000","1",""
"59560","3","2024-06-05 12:00:51.320000000","1",""
"59561","3","2023-09-19 20:27:07.250000000","1",""
"59595","3","2024-06-03 11:31:32.577000000","1",""
"59608","30","2025-03-03 16:55:25.493000000","1",""
"59624","17","2025-09-04 18:53:05.613000000","1",""
"59632","19","2025-01-17 17:37:07.210000000","1",""
"59634","8","2025-01-13 15:19:23.113000000","1",""
"59636","31","2026-01-12 15:44:39.463000000","1",""
"59641","31","2026-01-13 15:39:04.137000000","1","<p>N/A</p>"
"59642","31","2026-01-13 15:39:43.717000000","1","<p>N/A</p>"
"59646","17","2026-01-12 13:15:38.057000000","1",""
"59649","27","2026-01-22 16:23:05.177000000","1","<p>N/A</p>"
"59654","4","2024-05-21 14:17:38.917000000","1",""
"59657","9","2025-07-17 23:00:57.213000000","1","<p>Part A providers use the following ICD-10-PCS Codes to report endovascular cardiac assist devices.</p>"
"59657","9","2025-07-17 23:00:57.227000000","2","<p>Part A providers use the following ICD-10-PCS Codes to report artificial heart devices.</p>
<p><strong>NOTE:</strong> Total artificial heart is reported with a &ldquo;cluster&rdquo; of 2 codes for open replacement with synthetic substitute of the right and left ventricles- 02RK0JZ + 02RL0JZ.</p>"
"59661","2","2024-01-16 18:29:07.250000000","1",""
"59664","13","2025-01-24 14:21:09.350000000","1",""
"59668","25","2025-01-17 15:11:32.043000000","1",""
"59672","5","2024-12-23 14:10:47.437000000","1",""
"59674","15","2025-01-17 15:12:16.840000000","1",""
"59678","4","2024-02-22 19:17:29.503000000","1",""
"59680","3","2024-02-16 18:32:52.840000000","1",""
"59682","4","2024-12-27 21:50:19.537000000","1",""
"59685","4","2024-02-23 14:22:38.830000000","1","<p>N/A</p>"
"59687","5","2024-02-23 14:23:18.217000000","1","<p>N/A</p>"
"59695","12","2025-12-23 11:46:35.467000000","1",""
"59698","3","2024-02-22 21:28:43.420000000","1",""
"59700","2","2024-02-28 13:08:05.193000000","1",""
"59707","10","2026-01-16 12:14:13.900000000","1",""
"59713","5","2024-05-20 14:00:21.190000000","1",""
"59714","5","2025-12-29 15:34:25.540000000","1",""
"59716","8","2026-01-05 14:14:54.920000000","1",""
"59718","10","2026-01-20 13:10:49.187000000","1",""
"59721","6","2026-01-16 14:27:39.550000000","1",""
"59723","5","2024-11-01 18:01:21.590000000","1",""
"59725","3","2024-05-23 12:18:32.360000000","1",""
"59726","8","2026-01-23 19:05:55.183000000","1",""
"59727","4","2024-05-23 22:26:32.730000000","1","<p>N/A</p>"
"59728","4","2024-05-23 22:28:12.970000000","1","<p>N/A</p>"
"59733","9","2025-12-22 18:33:07.450000000","1",""
"59741","4","2024-05-17 17:00:44.803000000","1",""
"59743","4","2024-05-17 11:51:08.707000000","1",""
"59744","4","2024-05-17 11:51:48.590000000","1","<p>N/A</p>"
"59752","4","2024-04-17 15:53:22.600000000","1",""
"59764","16","2026-01-23 14:19:04.017000000","1",""
"59766","29","2026-01-23 14:11:54.363000000","1",""
"59769","9","2025-12-23 12:01:46.890000000","1",""
"59792","3","2024-05-17 17:53:38.770000000","1",""
"59798","2","2024-05-21 12:23:03.123000000","1",""
"59805","18","2025-04-25 15:53:15.500000000","1",""
"59807","5","2024-11-06 21:55:02.070000000","1",""
"59808","2","2024-05-21 16:54:13.637000000","1",""
"59809","3","2026-01-02 14:31:24.513000000","1",""
"59811","5","2026-01-20 20:47:50.087000000","1",""
"59813","6","2026-01-22 18:57:23.530000000","1",""
"59819","18","2025-03-20 20:42:05.787000000","1","<p>Single and Dual Chamber Leadless Pacemakers</p>"
"59826","2","2024-07-23 14:50:41.703000000","1",""
"59827","7","2025-11-10 14:25:37.970000000","1",""
"59834","4","2024-07-23 13:58:21.260000000","1",""
"59835","7","2025-11-14 13:04:53.670000000","1",""
"59836","4","2024-07-23 13:59:08.720000000","1",""
"59837","7","2025-11-14 13:05:32.157000000","1",""
"59846","2","2024-08-19 13:21:44.693000000","1",""
"59847","8","2025-09-16 12:46:06.463000000","1",""
"59848","3","2024-08-19 13:20:41.913000000","1",""
"59849","8","2025-09-18 14:46:44.053000000","1",""
"59859","3","2024-09-30 13:10:20.180000000","1",""
"59860","5","2025-08-22 15:36:03.897000000","1",""
"59861","3","2024-09-30 13:09:47.020000000","1",""
"59862","7","2025-09-19 17:11:59.643000000","1",""
"59863","3","2024-07-11 16:08:52.597000000","1",""
"59864","3","2024-07-11 16:14:14.477000000","1",""
"59866","3","2025-02-18 14:09:52.130000000","1",""
"59867","3","2024-08-19 15:02:13.117000000","1",""
"59868","8","2025-09-19 13:35:19.540000000","1",""
"59869","3","2024-08-19 15:03:26.293000000","1",""
"59871","3","2024-08-19 15:06:38.893000000","1",""
"59872","8","2025-09-19 13:39:05.660000000","1",""
"59873","3","2024-08-19 15:07:54.250000000","1",""
"59874","8","2025-09-19 13:39:33.390000000","1",""
"59878","4","2025-01-24 20:11:22","1",""
"59880","3","2025-02-18 17:08:42.077000000","1",""
"59882","6","2025-09-04 18:59:33.327000000","1",""
"59892","2","2024-08-16 18:25:16.357000000","1",""
"59898","2","2024-09-23 12:27:59.557000000","1",""
"59905","2","2024-08-21 16:34:53.260000000","1",""
"59906","6","2025-10-22 15:46:02.370000000","1","<p>N/A</p>"
"59907","2","2024-08-21 16:38:29.840000000","1",""
"59908","6","2025-09-17 18:40:36.063000000","1","<p>N/A</p>"
"59915","26","2025-12-22 14:05:55.950000000","1",""
"59918","3","2024-09-30 15:06:18.887000000","1",""
"59919","5","2025-11-14 13:10:49.413000000","1",""
"59933","9","2024-10-04 15:29:36.297000000","1",""
"59938","2","2024-10-03 12:09:37.160000000","1",""
"59939","5","2025-11-18 17:41:35.553000000","1",""
"59940","5","2024-10-04 15:30:23.443000000","1",""
"59956","3","2025-01-31 15:29:26.407000000","1",""
"59960","3","2025-01-31 15:27:56.463000000","1",""
"59970","2","2025-01-31 15:28:41.650000000","1",""
"59971","3","2025-09-05 14:00:09.437000000","1",""
"59972","4","2025-02-07 16:23:56.133000000","1",""
"59973","6","2025-09-04 14:32:13.873000000","1",""
"59975","2","2025-01-31 12:31:31.297000000","1",""
"59976","4","2025-09-02 20:38:50.873000000","1",""
"59977","2","2025-01-31 12:32:04.613000000","1",""
"59980","3","2025-01-31 12:20:36.103000000","1",""
"59981","3","2025-09-03 10:53:52.427000000","1",""
"60145","6","2025-07-09 12:21:59.813000000","1",""
"60151","6","2025-07-11 15:54:49.367000000","1",""
"60154","6","2025-07-11 15:55:34.930000000","1","<p>N/A</p>"
"60160","6","2025-07-10 11:35:33.847000000","1",""
"60176","9","2026-01-08 13:07:46.877000000","1",""
"60177","5","2025-05-09 11:26:42.237000000","1",""
"60178","3","2025-05-06 21:48:45.043000000","1",""
"60179","4","2025-05-06 21:54:09.720000000","1",""
"60180","4","2025-05-08 12:36:56.947000000","1",""
"60181","8","2026-01-09 16:23:24.477000000","1",""
"60182","2","2025-05-05 10:44:57.633000000","1",""
"60184","3","2025-05-08 17:54:14.157000000","1",""
"60185","7","2026-01-08 13:10:45.897000000","1",""
"60186","3","2025-05-05 11:29:20.267000000","1",""
"60187","3","2025-05-05 11:07:13.027000000","1",""
"60194","2","2025-05-06 15:04:53.340000000","1",""
"60195","4","2025-05-22 20:22:10.507000000","1",""
"60196","4","2025-05-22 20:22:41.983000000","1",""
"60204","7","2025-08-18 13:50:44.057000000","1",""
"60210","3","2025-05-08 20:58:52.767000000","1",""
"60211","6","2026-01-09 20:59:26.163000000","1",""
"60212","2","2025-05-07 16:57:58.930000000","1",""
"60213","9","2026-01-08 18:08:51.467000000","1",""
"60214","4","2025-08-21 18:29:10.780000000","1",""
"60216","4","2025-08-22 14:21:18.123000000","1",""
"60221","3","2025-09-19 13:10:02.377000000","1",""
"60234","3","2025-07-17 14:52:46.103000000","1",""
"60235","3","2025-08-18 14:00:09.930000000","1",""
"60238","3","2025-08-22 13:39:43.783000000","1",""
"60240","3","2025-08-21 18:28:22.660000000","1",""
"60244","2","2025-09-18 15:32:47.200000000","1",""
"60245","3","2025-11-24 14:22:09.733000000","1",""
"60246","3","2025-09-19 13:11:25.187000000","1",""
"60249","5","2025-09-18 15:34:00.673000000","1",""
"60250","6","2026-01-22 14:29:48.623000000","1",""
"60255","5","2025-08-18 13:55:45.763000000","1",""
"60271","2","2025-08-22 14:02:20.640000000","1",""
"60273","2","2025-07-11 19:17:48.607000000","1",""
"60275","2","2025-07-18 11:41:50.580000000","1",""
"60276","3","2025-09-03 17:34:46.893000000","1","<p>N/A</p>"
"60278","6","2025-09-19 13:32:10.180000000","1",""
"60285","4","2025-09-19 13:10:56.390000000","1",""
"60291","2","2025-09-17 13:34:11.893000000","1",""
"60293","3","2025-08-21 18:27:03.493000000","1",""
"60295","3","2025-09-17 13:30:49.280000000","1",""
"60297","3","2025-09-19 13:12:09.150000000","1",""
"60299","3","2025-09-16 18:35:55.083000000","1",""
"60301","3","2025-09-18 14:45:05.753000000","1",""
"60304","3","2025-09-18 15:45:11.020000000","1",""
"60305","2","2025-08-19 14:40:00.203000000","1","<p>N/A</p>"
"60307","3","2025-09-15 16:48:05.717000000","1","<p>N/A</p>"
"60309","3","2025-09-15 17:12:39.473000000","1","<p>N/A</p>"
"60314","5","2025-09-05 17:38:50.253000000","1","<p>N/A</p>"
"60317","4","2025-09-05 17:42:49.710000000","1","<p>N/A</p>"
"60321","2","2025-09-16 17:46:48.033000000","1","<p>N/A</p>"
"60323","3","2026-01-08 13:42:51.193000000","1",""
"60325","2","2025-09-18 18:47:23.983000000","1",""
"60360","4","2026-01-09 13:29:34.357000000","1",""
"60374","4","2026-01-09 14:50:42.230000000","1",""
"60376","3","2026-01-08 15:31:20.640000000","1",""
"60380","5","2026-01-08 19:39:13.113000000","1",""
"60390","3","2026-01-22 17:54:26.247000000","1",""
"60393","2","2026-01-22 19:04:57.430000000","1",""
"60397","5","2026-01-16 23:44:17.300000000","1",""
